_id,barcode,category,categoryCode,name,topBrand,brandCode,cpg_id
5887a0fde4b02187f85cdad1,511111801191,Beverages,NULL,Capri Sun,False,CAPRI SUN,559c2234e4b06aca36af13c6
5a5d1acce4b0db471c2d0421,511111100416,Snacks,NULL,NUT HARVEST,NULL,NUT HARVEST,5332f5fbe4b03c9a25efd0ba
57c0810fe4b0718ff5fcb02d,511111902539,NULL,NULL,Famous Amos,NULL,511111902539,5332f5f2e4b03c9a25efd0aa
53501d2ab9237fd7718f9e19,511111102823,NULL,NULL,Emils,NULL,511111102823,53501d2ab9237fd7718f9e18
5b184cdbe4b0d159a5b66e2b,511111204596,Beer Wine Spirits,NULL,Henry Weinhard's,NULL,HENRY WEINHARDS,53e10d6368abd3c7065097cc
5d6415b3a3a018514994f428,511111905035,Magazines,NULL,People Special Edition Magazine,NULL,511111905035,5d5d4fd16d5f3b23d1bc7905
5dc07880a60b873d6b0666cf,511111706274,Breakfast & Cereal,NULL,Fruity Cheerios™,NULL,FRUITY CHEERIOS,53e10d6368abd3c7065097cc
5da608821dda2c3e1416ae8c,511111905752,Health & Wellness,NULL,Flintstones™ MULTIVITAMIN GUMMY,NULL,FLINTSTONES MULTIVITAMIN GUMMY,53e10d6368abd3c7065097cc
57e58166e4b0ac389136a30b,511111102267,Beer Wine Spirits,NULL,Foster's,False,FOSTER'S,5332f709e4b03c9a25efd0f1
5d5411eda3a018514994f420,511111904892,Condiments & Sauces,NULL,F. Whitlock & Sons BBQ Sauce,NULL,F WHITLOCK AND SONS,559c2234e4b06aca36af13c6
5e710dd5ee7f2d0b35b2a193,511111314097,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,I CAN'T BELIEVE IT'S NOT BUTTER!,NULL,I CAN'T BELIEVE IT'S NOT BUTTER,5e5ea9cc9c50da1291a6d074
585a961fe4b03e62d1ce0e76,511111701781,Snacks,NULL,Baken-Ets,True,BAKEN-ETS,5332f5fbe4b03c9a25efd0ba
5daf472da60b87376833e35e,511111405979,Dairy,NULL,LIBERTÉ®,NULL,LIBERTE,5332f5f3e4b03c9a25efd0ae
5dc076e41dda2c0ad7da64ab,511111006251,Breakfast & Cereal,NULL,Apple Cinnamon Cheerios™,NULL,APPLE CINNAMON CHEERIOS,53e10d6368abd3c7065097cc
5a5d2695e4b0db471c2d042d,511111700180,Beer Wine Spirits,NULL,St. Stefanus,NULL,ST STEFANUS,5332f709e4b03c9a25efd0f1
5332f5ebe4b03c9a25efd0a7,511111304050,NULL,NULL,Monster,NULL,511111304050,5332f5ebe4b03c9a25efd0a8
585a9653e4b03e62d1ce0e7b,511111101734,Beverages,NULL,Dole Chilled Fruit Juices,False,DOLE CHILLED FRUIT JUICES,5332f5fbe4b03c9a25efd0ba
5332f70ee4b03c9a25efd0f7,511111703822,NULL,NULL,Haagen-Dazs,NULL,511111703822,5332f5f3e4b03c9a25efd0ae
592486bfe410d61fcea3d13a,511111700692,Personal Care,NULL,SUAVE,False,SUAVE,5332f5f6e4b03c9a25efd0b4
57ebbed8e4b0ac389136a32e,511111402190,Condiments & Sauces,NULL,Classico,False,CLASSICO,559c2234e4b06aca36af13c6
57c08275e4b0718ff5fcb036,511111402473,NULL,NULL,Brahma,NULL,511111402473,5332f7a7e4b03c9a25efd134
5fb82a34be37ce522e165ce5,511111717805,Grocery,GROCERY,Stroehmann,False,STROEHMANN,5fb6b608be37ce522e165cb9
5d66d9016d5f3b6188d4f04a,511111305354,Beverages,NULL,Bubly Sparkling Water,False,BUBLY,5332f5fbe4b03c9a25efd0ba
5ab152fae4b0be0a89bb0b05,511111004356,Grocery,NULL,1915 Bolthouse Farms,False,1915 BOLTHOUSE FARMS,5a734034e4b0d58f376be874
5e5ff32bee7f2d0b35b2a190,511111114062,Health & Wellness,HEALTHY_AND_WELLNESS,MIRALAX®LAXATIVES,False,MIRALAX LAXATIVES,5d9b4f591dda2c6225a284aa
585a973ee4b03e62d1ce0e97,511111801474,Beverages,NULL,Tropicana Trop 50,False,511111801474,5332f5fbe4b03c9a25efd0ba
552ecc9be4b02ff29f99b214,511111702733,NULL,NULL,Valu Time,NULL,511111702733,5459429be4b0bfcb1e864082
580dffa7e4b0f32b2de21383,511111201847,Frozen,NULL,TGI Fridays,False,T.G.I. FRIDAY'S,559c2234e4b06aca36af13c6
5a5d1d71e4b06ba572cf249c,511111600350,Beer Wine Spirits,NULL,Cusquena,NULL,CUSQUENA,5332f709e4b03c9a25efd0f1
5fb6b6e1be37ce522e165cbb,511111517399,Bread & Bakery,BREAD_AND_BAKERY,Arnold ,False,ARNOLD,5fb6b608be37ce522e165cb9
57ebc188e4b0ac389136a343,511111001997,Beverages,NULL,McCafé,False,MC CAFE,559c2234e4b06aca36af13c6
5afda307e4b03bf01c2a2966,511111404514,Snacks,NULL,O-Ke-Doke,False,O-KE-DOKE,5a734034e4b0d58f376be874
5da606c61dda2c3e1416ae87,511111505648,Health & Wellness,NULL,ALKA SELTZER® ADULT HEARTBURN CHEWS/ GUMMY/ TAB,NULL,ALKA SELTZER ADULT HEARTBURN CHEWS/ GUMMY/ TAB,53e10d6368abd3c7065097cc
58861c7f4e8d0d20bc42c4fb,511111201281,Breakfast & Cereal,NULL,Quaker Oatmeal Squares,False,511111201281,5332f5fbe4b03c9a25efd0ba
5dd59806a60b870fc613f7ca,511111806387,Breakfast & Cereal,NULL,Oatmeal Crisp™ Cereal,NULL,OATMEAL CRISP,5332f5f3e4b03c9a25efd0ae
58861c7e4e8d0d20bc42c4e4,511111101383,Beer Wine Spirits,NULL,Milwaukee's Best Light,NULL,511111101383,5332f709e4b03c9a25efd0f1
5ec2dd58be37ce5234ec36b9,511111614630,Health & Wellness,HEALTHY_AND_WELLNESS,Phillips'®Digestive,False,PHILLIPS'®DIGESTIVE,5d9b4f591dda2c6225a284aa
5dc07bee1dda2c0ad7da64ac,511111906285,Breakfast & Cereal,NULL,Hershey's™ Cereal,NULL,HERSHEYS CEREAL,5332f5f3e4b03c9a25efd0ae
58861c7e4e8d0d20bc42c4f5,511111701347,Beverages,NULL,Amp Energy,False,AMP,53e10d6368abd3c7065097cc
5332f754e4b03c9a25efd112,511111003755,NULL,NULL,Fuze,NULL,511111003755,5332f5ebe4b03c9a25efd0a8
5d66d6a2a3a018093ab34727,511111905318,Magazines,NULL,Eat This Not That Magazine,NULL,511111905318,5d5d4fd16d5f3b23d1bc7905
592486bde410d61fcea3d120,511111500940,Personal Care,NULL,AXE,False,AXE,5332f5f6e4b03c9a25efd0b4
5332f712e4b03c9a25efd0f8,511111503811,NULL,NULL,Kemps,NULL,511111503811,5332f712e4b03c9a25efd0f9
5332f70ae4b03c9a25efd0f4,511111203834,Beverages,NULL,Barmen,NULL,511111203834,53e10d6368abd3c7065097cc
5c6d51d695144c607914426f,511111806509,Breakfast & Cereal,NULL,alexa-o's,True,ALEXA-O'S,5c6d516795144c607914426e
5332f5f4e4b03c9a25efd0af,511111904014,NULL,NULL,Frosted Mini-Wheats,NULL,511111904014,5332f5f2e4b03c9a25efd0aa
5da607ef1dda2c3e1416ae89,511111005704,Health & Wellness,NULL,Bayer® ASPRIN TAB/ CAPS/ CHEWS,NULL,511111005704,53e10d6368abd3c7065097cc
5d6417dda3a018514994f42a,511111805069,Magazines,NULL,InStyle,NULL,511111805069,5d5d4fd16d5f3b23d1bc7905
57e581dfe4b0ac389136a30e,511111402244,Beer Wine Spirits,NULL,Steel Reserve,False,STEEL RESERVE,5332f709e4b03c9a25efd0f1
5d603430a3a018514994f423,511111904946,Snacks,NULL,Pop Works & Company Popcorn,NULL,POP WORKS & COMPANY,5332f5fbe4b03c9a25efd0ba
5a4d2489e4b0d5c3fd86b67a,511111900498,Snacks,NULL,SABRITONES,NULL,SABRITONES,5332f5fbe4b03c9a25efd0ba
5d66def56d5f3b6188d4f052,511111205456,Magazines,NULL,TIME Special Edition Magazine,NULL,511111205456,5d5d4fd16d5f3b23d1bc7905
5a5d1ef1e4b0db471c2d0426,511111200314,Grocery,NULL,SURE-JELL,False,SURE-JELL,559c2234e4b06aca36af13c6
5a5d26c7e4b06ba572cf24a5,511111500179,Beer Wine Spirits,NULL,Terrapin,NULL,TERRAPIN,5332f709e4b03c9a25efd0f1
588ba164e4b02187f85cdadf,511111501053,Frozen,NULL,Smart Made,False,SMART MADE,559c2234e4b06aca36af13c6
5d6415a26d5f3b23d1bc790b,511111405023,Magazines,NULL,Coastal Living Magazine,NULL,511111405023,5d5d4fd16d5f3b23d1bc7905
5a8c5ee7e4b07f0a2dac8948,511111404231,Personal Care,NULL,LOVE BEAUTY AND PLANET,False,LOVE BEAUTY AND PLANET,5332f5f6e4b03c9a25efd0b4
5daf2a6b1dda2c3e1416ae91,511111005865,Health & Wellness,NULL,Protein One™,NULL,PROTEIN ONE,5332f5f3e4b03c9a25efd0ae
5332f753e4b03c9a25efd110,511111203766,NULL,NULL,Sugar Free NOS,NULL,511111203766,5332f5ebe4b03c9a25efd0a8
5d66e03f6d5f3b6188d4f054,511111605492,Magazines,NULL,Yoga Journal Magazine,NULL,511111605492,5d5d4fd16d5f3b23d1bc7905
5ea07e02be37ce3e45b6a781,511111414551,Baking,BAKING,Show this Brand A,NULL,511111414551,5ea07defbe37ce3e45b6a780
585a9707e4b03e62d1ce0e90,511111501541,Snacks,NULL,Smartfood Selects,NULL,511111501541,5332f5fbe4b03c9a25efd0ba
57ebc02be4b0ac389136a339,511111002086,Beverages,NULL,Kool-Aid,False,KOOL-AID,559c2234e4b06aca36af13c6
5332f5f5e4b03c9a25efd0b1,511111203995,NULL,NULL,Minute Maid,NULL,511111203995,5332f5ebe4b03c9a25efd0a8
58861c7d4e8d0d20bc42c4d7,511111401438,Grocery,NULL,Velveeta Shells,False,511111401438,559c2234e4b06aca36af13c6
5332f7b5e4b03c9a25efd141,511111803447,NULL,NULL,Margaritaville,NULL,511111803447,5332f7a7e4b03c9a25efd134
5fb81ab9be37ce522e165cdc,511111317715,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Citron,False,ABSOLUT® CITRON,5fb6d381be37ce522e165cbd
5fb7fa35be37ce522e165cc9,511111717522,Beer Wine Spirits,BEER_WINE_SPIRITS,Avion® R44,False,AVION R44,5fb6d381be37ce522e165cbd
5332fa79e4b03c9a25efd227,511111102984,NULL,NULL,Caffeine-free Coca-Cola,NULL,511111102984,5332f5ebe4b03c9a25efd0a8
53501d2ab9237fd7718f9e1b,511111902812,NULL,NULL,Screamin Sicilian,NULL,511111902812,53501d2ab9237fd7718f9e1a
5a5d239de4b0db471c2d042a,511111900269,Beer Wine Spirits,NULL,Miller Fortune,NULL,MILLER FORTUNE,5332f709e4b03c9a25efd0f1
592486bee410d61fcea3d131,511111900771,Personal Care,NULL,LEVER 2000,False,LEVER 2000,5332f5f6e4b03c9a25efd0b4
5da603a71dda2c3e1416ae82,511111105558,Baby,BABY,A+D®,False,A+D,5d9b4f591dda2c6225a284aa
5db3288aee7f2d6de4248977,511111312949,Baby,NULL,Pull-Ups,True,PULLUPS,550b2565e4b001d5e9e4146f
5332f5fbe4b03c9a25efd0bb,511111003960,Beverages,NULL,Mountain Dew,False,MOUNTAIN DEW,5332f5fbe4b03c9a25efd0ba
57ebc12ce4b0ac389136a33c,511111102052,Condiments & Sauces,NULL,Kraft Mayo,False,511111102052,559c2234e4b06aca36af13c6
585a9720e4b03e62d1ce0e94,511111101505,Snacks,NULL,Sun Chips,NULL,SUN CHIPS,5332f5fbe4b03c9a25efd0ba
592486bfe410d61fcea3d138,511111800712,Beverages,NULL,PURE LEAF Tea Leaves,False,PURE LEAF Tea Leaves,5332f5f6e4b03c9a25efd0b4
5887a320e4b02187f85cdad8,511111201120,Snacks,NULL,Corn Nuts,False,CORN NUTS,559c2234e4b06aca36af13c6
57d95753e4b0ac389136a2b3,511111702382,Dairy,NULL,Breakstone's,False,BREAKSTONE'S,559c2234e4b06aca36af13c6
5a5d263ee4b06ba572cf24a4,511111200192,Beer Wine Spirits,NULL,Sparks,False,SPARKS,5332f709e4b03c9a25efd0f1
5887a143e4b02187f85cdad2,511111301189,Beverages,NULL,Maxwell House,False,MAXWELL HOUSE,559c2234e4b06aca36af13c6
5332f7b5e4b03c9a25efd142,511111603436,NULL,NULL,Beck's,NULL,511111603436,5332f7a7e4b03c9a25efd134
5a5d2b20e4b0db471c2d0434,511111800088,Canned Goods & Soups,NULL,Continental,NULL,CONTINENTAL SOUP,5332f5f6e4b03c9a25efd0b4
5e3875f5ee7f2d697e835bcf,511111213925,Beauty,NULL,Garnier - Hair Color,NULL,GARNIER - HAIR COLOR,5e28b81cee7f2d697e835bcd
5ec2dc5fbe37ce5234ec36b8,511111114628,Health & Wellness,HEALTHY_AND_WELLNESS,AFRIN® NASAL SPRAY,False,AFRIN® NASAL SPRAY,5d9b4f591dda2c6225a284aa
5daf4867a60b87376833e35f,511111605980,Dairy,NULL,Goodbelly® Probiotics,NULL,GOODBELLY,5332f5f3e4b03c9a25efd0ae
592486bee410d61fcea3d134,511111200758,Personal Care,NULL,NEXXUS,False,NEXXUS,5332f5f6e4b03c9a25efd0b4
5a8c3226e4b07f0a2dac8942,511111004127,Beverages,NULL,V8,False,V8,5a734034e4b0d58f376be874
55b630a4e4b0d8e685c1421c,511111502654,NULL,NULL,Dr. Pepper,NULL,511111502654,55b62995e4b0d8e685c14213
5a5d2ac5e4b06ba572cf24a7,511111300090,Condiments & Sauces,NULL,Colman's,NULL,COLMAN'S,53e10d6368abd3c7065097cc
5a8c344ae4b0ccf165fac9e5,511111704140,Condiments & Sauces,NULL,Prego,False,PREGO,5a734034e4b0d58f376be874
5e710e03ee7f2d0b35b2a194,511111914105,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,BRUMMEL & BROWN,NULL,BRUMMEL & BROWN,5e5ea9cc9c50da1291a6d074
5daf43251dda2c3e1416ae95,511111705956,Dairy,NULL,YQ by Yoplait®,NULL,YQ YOPLAIT,5332f5f3e4b03c9a25efd0ae
5d66d597a3a018093ab34726,511111805298,Magazines,NULL,Diabetic Living Magazine,NULL,511111805298,5d5d4fd16d5f3b23d1bc7905
5d658ffa6d5f3b23d1bc7914,511111205227,NULL,NULL,Diabetic Living Magazine,NULL,511111205227,53e10d6368abd3c7065097cc
5da6076f1dda2c3e1416ae88,511111205661,Health & Wellness,NULL,ALKA SELTZER® PLUS COLD AND FLU TAB/ CAPS/ GEL,NULL,ALKA SELTZER COLD AND FLU TAB/ CAPS/ GEL,53e10d6368abd3c7065097cc
5da60915a60b87376833e355,511111905806,Health & Wellness,NULL,ONE A DAY® HEART HEALTH,NULL,511111905806,53e10d6368abd3c7065097cc
5c4637ba87ff35681e840d57,511111605058,Dairy,NULL,Brand2,True,09090909090,5c45f8b087ff3552f950f026
5332f7afe4b03c9a25efd13e,511111003472,NULL,NULL,Bud Light Lime,NULL,511111003472,5332f7a7e4b03c9a25efd134
5da609621dda2c3e1416ae8f,511111105831,Health & Wellness,NULL,ONE A DAY® PRENATAL AND PREGNANCY,NULL,511111105831,53e10d6368abd3c7065097cc
5a7e0665e4b0aedb3b84afd4,511111704140,NULL,NULL,Diet Chris Cola,NULL,DIETCHRIS2,55b62995e4b0d8e685c14213
5332f73ee4b03c9a25efd108,511111403791,NULL,NULL,Dr Pepper,NULL,511111403791,5332f5ebe4b03c9a25efd0a8
5ca6383b166eb32e98e0e450,511111804765,Deli,NULL,Bold Butcher,NULL,BOLD BUTCHER,559c2234e4b06aca36af13c6
585a9686e4b03e62d1ce0e81,511111601678,Snacks,NULL,Lay's Original,True,LAY'S,5332f5fbe4b03c9a25efd0ba
585a96e0e4b03e62d1ce0e8a,511111401599,Snacks,NULL,Quaker Chewy,False,511111401599,5332f5fbe4b03c9a25efd0ba
592486bde410d61fcea3d121,511111300939,Frozen,FROZEN,BEN & JERRY'S,True,BEN & JERRY'S,5332f5f6e4b03c9a25efd0b4
5332fa7ae4b03c9a25efd22a,511111202950,NULL,NULL,Pibb Xtra,NULL,511111202950,5332f5ebe4b03c9a25efd0a8
5c6c2f9295144c6db8fe1977,511111106432,Beverages,NULL,"new-brand, of course",True,FRS920,5c6c2ee995144c6db8fe1976
5bcdfc5990fa074576779a15,511111804604,Beverages,NULL,V8 Hydrate,False,V8 HYDRATE,5a734034e4b0d58f376be874
57d95805e4b0ac389136a2b5,511111002369,Beverages,NULL,Country Time,False,COUNTRY TIME,559c2234e4b06aca36af13c6
540f240768abd3c7065097d4,511111102779,NULL,NULL,Frito Lay,NULL,511111102779,56462469e4b0c05761111936
585a96ade4b03e62d1ce0e84,511111401643,Beverages,NULL,Naked Juice,NULL,NAKED JUICE,5332f5fbe4b03c9a25efd0ba
592486bde410d61fcea3d122,511111800927,Frozen,NULL,BREYERS,True,BREYERS,5332f5f6e4b03c9a25efd0b4
5d66d4666d5f3b6188d4f046,511111105275,Magazines,NULL,Country Gardens Magazine,NULL,511111105275,5d5d4fd16d5f3b23d1bc7905
5dc2dab01dda2c0ad7da64af,511111906353,Breakfast & Cereal,NULL,Girl Scouts Cookie Cereal,NULL,GIRL SCOUT CEREAL,5332f5f3e4b03c9a25efd0ae
53554c847a010fd9f8db0ed6,511111802792,Beer Wine Spirits,NULL,Miller Lite,False,MILLER LITE,5332f709e4b03c9a25efd0f1
5a5d2727e4b0db471c2d042e,511111000167,Beer Wine Spirits,NULL,Third Shift Brewing,NULL,THIRD SHIFT,5332f709e4b03c9a25efd0f1
5db32879ee7f2d6de4248976,511111112938,Baby,BABY,GoodNites,True,GOODNITES,55b62995e4b0d8e685c14213
5e387679ee7f2d697e835bd2,511111413950,Beauty,NULL,Maybelline,NULL,MAYBELLINE,5e28b81cee7f2d697e835bcd
5daf693c1dda2c3e1416ae9d,511111606093,Dairy,NULL,Yoplait®,False,YOPLAIT,5332f5f3e4b03c9a25efd0ae
5332f769e4b03c9a25efd122,511111303664,NULL,NULL,Odwalla,NULL,511111303664,5332f5ebe4b03c9a25efd0a8
5e387644ee7f2d697e835bd1,511111913948,Beauty,NULL,L’Oreal Paris - Hair Color,NULL,L’OREAL PARIS - HAIR COLOR,5e28b81cee7f2d697e835bcd
5da606361dda2c3e1416ae84,511111505594,Health & Wellness,NULL,"ALEVE® CAPLETS, TABLETS, AND GEL CAPS",NULL,"ALEVE CAPLETS, TABLETS, AND GEL CAPS",53e10d6368abd3c7065097cc
5332fa1ae4b03c9a25efd1e9,511111103097,NULL,NULL,Roma,NULL,511111103097,5332fa12e4b03c9a25efd1e7
5d66d38ca3a018093ab34724,511111605263,Magazines,NULL,Clean Eating Magazine,NULL,511111605263,5d5d4fd16d5f3b23d1bc7905
5332f806e4b03c9a25efd16e,511111503309,NULL,NULL,Oikos,NULL,511111503309,5332f7ffe4b03c9a25efd16b
5a5d247ae4b06ba572cf24a2,511111000235,Beer Wine Spirits,NULL,Saint Archer,NULL,SAINT ARCHER,5332f709e4b03c9a25efd0f1
5887a1c8e4b02187f85cdad4,511111601166,Dairy,NULL,Philadelphia,False,PHILADELPHIA,559c2234e4b06aca36af13c6
5afda201e4b0c11cfecd49f7,511111804482,Snacks,NULL,Late July,False,LATE JULY,5a734034e4b0d58f376be874
5fb823dfbe37ce522e165ce2,511111417774,Grocery,GROCERY,Freihofers,False,FREIHOFERS,5fb6b608be37ce522e165cb9
5a5d28ade4b0db471c2d0431,511111100133,Beer Wine Spirits,NULL,Tyskie,NULL,TYSKIE GRONIE,5332f709e4b03c9a25efd0f1
5bd2013f965c7d66d92731ec,511111904663,Household,NULL,Kleenex,False,KLEENEX,550b2565e4b001d5e9e4146f
5a4d1ec9e4b0bcb2c74ea77d,511111900542,Snacks,NULL,EL ISLENO,True,EL ISLENO,5332f5fbe4b03c9a25efd0ba
5fb822e4be37ce522e165ce0,511111717751,Grocery,GROCERY,Maiser's,False,MAISER'S ,5fb6b608be37ce522e165cb9
5bd201f090fa074576779a1a,511111204718,Household,NULL,Viva,False,VIVA,550b2565e4b001d5e9e4146f
5bd20188965c7d66d92731ed,511111604686,Personal Care,NULL,Poise,False,POISE,550b2565e4b001d5e9e4146f
5332f7a9e4b03c9a25efd138,511111503538,NULL,NULL,Natural,NULL,511111503538,5332f7a7e4b03c9a25efd134
57d96112e4b0ac389136a2b8,511111102335,Frozen,NULL,Ore-Ida,False,ORE-IDA,559c2234e4b06aca36af13c6
5d66d81a6d5f3b6188d4f048,511111605331,Magazines,NULL,History Channel Special Edition Magazine ,NULL,511111605331,5d5d4fd16d5f3b23d1bc7905
5a5d1c77e4b06ba572cf249a,511111300373,Grocery,NULL,BIAGLUT,False,BIAGLUT,559c2234e4b06aca36af13c6
5cdacd63166eb33eb7ce0fa8,511111004790,Condiments & Sauces,NULL,Bitten Dressing,NULL,BITTEN,559c2234e4b06aca36af13c6
57ebc2dfe4b0ac389136a34a,511111401926,Beverages,NULL,Tang,False,TANG,559c2234e4b06aca36af13c6
5332fa58e4b03c9a25efd214,511111603085,NULL,NULL,Edy's,NULL,511111603085,5332fa58e4b03c9a25efd215
5c7d9cb395144c337a3cbfbb,511111707202,Baby,BABY,Huggies,True,HUGGIES,5459429be4b0bfcb1e864082
5a8c34d7e4b07f0a2dac8944,511111204152,Baby,NULL,Plum Organics,False,PLUM ORGANICS,5a734034e4b0d58f376be874
5fb805dbbe37ce522e165ccc,511111917557,Beer Wine Spirits,BEER_WINE_SPIRITS,The Glenlivet® Caribbean Reserve,False,THE GLENLIVET CARIBBEAN RESERVE,5fb6d381be37ce522e165cbd
5fb806b5be37ce522e165ccd,511111117568,Beer Wine Spirits,BEER_WINE_SPIRITS,The Glenlivet® Founder's Reserve,False,THE GLENLIVET® FOUNDER'S RESERVE,5fb6d381be37ce522e165cbd
5fb807bebe37ce522e165cce,511111617570,Beer Wine Spirits,BEER_WINE_SPIRITS,The Glenlivet® 12 Year ,False,THE GLENLIVET® 12 YEAR ,5fb6d381be37ce522e165cbd
5bd200fc965c7d66d92731eb,511111204640,Baby,NULL,Goodnites,False,GOODNITES,550b2565e4b001d5e9e4146f
588ba1c8e4b02187f85cdae1,511111801030,Beverages,NULL,Tassimo,False,TASSIMO,559c2234e4b06aca36af13c6
5dc2d9d4a60b873d6b0666d2,511111206330,Breakfast & Cereal,NULL,Dippin Dots® Cereal,NULL,DIPPIN DOTS,5332f5f3e4b03c9a25efd0ae
5887a290e4b02187f85cdad7,511111701132,NULL,NULL,Stove Top,False,STOVE TOP,559c2234e4b06aca36af13c6
5fb82f4bbe37ce522e165ce7,511111417828,Bread & Bakery,BREAD_AND_BAKERY,Brownberry,False,BROWNBERRY,5fb6b608be37ce522e165cb9
5daf3eed1dda2c3e1416ae94,511111205944,Dairy,NULL,Oui™ by Yoplait®,NULL,OUI BY YOPLAIT,5332f5f3e4b03c9a25efd0ae
5a5d144ee4b0db471c2d041d,511111500452,Beer Wine Spirits,NULL,Cerveza Aguila,NULL,CERVEZA AGUILA,5332f709e4b03c9a25efd0f1
5332f7a7e4b03c9a25efd133,511111903574,NULL,NULL,Budweiser,NULL,511111903574,5332f7a7e4b03c9a25efd134
5332f7b7e4b03c9a25efd144,511111103424,NULL,NULL,Budweiser Black Crown,NULL,511111103424,5332f7a7e4b03c9a25efd134
57e5823ce4b0ac389136a312,511111702221,Beer Wine Spirits,NULL,Icehouse,False,ICEHOUSE,5332f709e4b03c9a25efd0f1
5a021582e4b00efe02b02a56,511111900610,Beauty & Personal Care,NULL,FDS,NULL,FDS,53e10d6368abd3c7065097cc
5a8c2eeee4b0ccf165fac9e2,511111204084,Grocery,NULL,Bolthouse Farms,False,BOLTHOUSE FARMS,5a734034e4b0d58f376be874
5a0218cae4b00efe02b02a59,511111100577,Personal Care,NULL,Q-TIPS,False,Q-TIPS,5332f5f6e4b03c9a25efd0b4
58861c7f4e8d0d20bc42c4fa,511111701293,Breakfast & Cereal,NULL,Quaker Granola,False,511111701293,5332f5fbe4b03c9a25efd0ba
588ba198e4b02187f85cdae0,511111001041,Dairy,NULL,Hoffman's,False,HOFFMAN'S,559c2234e4b06aca36af13c6
5332fa80e4b03c9a25efd231,511111202882,NULL,NULL,Coca-Cola Cherry Zero,NULL,511111202882,5332f5ebe4b03c9a25efd0a8
5db9f97f1dda2c3e1416aea2,511111606215,Snacks,NULL,Fruit by the Foot™,NULL,BETTY CROCKER FRUIT BY THE FOOT,5332f5f3e4b03c9a25efd0ae
5a5d28f1e4b0db471c2d0432,511111600121,Beer Wine Spirits,NULL,Zumbida,NULL,ZUMBIDA,5332f709e4b03c9a25efd0f1
5332f79ee4b03c9a25efd131,511111103585,NULL,NULL,Cinnamon Toast Crunch,NULL,511111103585,5332f5f3e4b03c9a25efd0ae
58861c7f4e8d0d20bc42c4fc,511111001270,Snacks,NULL,Quaker Popped Crisps,False,511111001270,5332f5fbe4b03c9a25efd0ba
57c08257e4b0718ff5fcb034,511111102496,NULL,NULL,Hoegaarden,NULL,511111102496,5332f7a7e4b03c9a25efd134
58861c7f4e8d0d20bc42c4fe,511111301257,Breakfast & Cereal,NULL,Quaker Real Medleys,False,511111301257,5332f5fbe4b03c9a25efd0ba
5332f757e4b03c9a25efd114,511111303732,NULL,NULL,gardenburger,NULL,511111303732,5332f5f2e4b03c9a25efd0aa
5afda5a6e4b03bf01c2a2968,511111304548,Snacks,NULL,Krunches!,False,KRUNCHERS,5a734034e4b0d58f376be874
585a9661e4b03e62d1ce0e7d,511111401711,Snacks,NULL,Funyuns,True,FUNYUNS,5332f5fbe4b03c9a25efd0ba
5ab15456e4b0be0a89bb0b06,511111904380,Canned Goods & Soups,NULL,Campbell's Spaghettios,False,CAMPBELLS SPAGHETTIOS,5a734034e4b0d58f376be874
592486bde410d61fcea3d123,511111600916,Dairy,NULL,BRUMMEL AND BROWN,NULL,BRUMMEL AND BROWN,53e10d6368abd3c7065097cc
5332fa08e4b03c9a25efd1d9,511111403128,NULL,NULL,Raisin Bran,NULL,511111403128,5332f5f2e4b03c9a25efd0aa
5d66e07da3a018093ab3472d,511111205500,Beverages,NULL,Sierra Mist,NULL,SIERRA MIST,5332f5fbe4b03c9a25efd0ba
5332f769e4b03c9a25efd121,511111803676,NULL,NULL,Glaceau smartwater,NULL,511111803676,5332f5ebe4b03c9a25efd0a8
5332f7afe4b03c9a25efd13c,511111703495,NULL,NULL,LandShark,NULL,511111703495,5332f7a7e4b03c9a25efd134
5fb82f87be37ce522e165ce8,511111917830,Bread & Bakery,BREAD_AND_BAKERY,Oroweat,False,OROWEAT,5fb6b608be37ce522e165cb9
5332f7a8e4b03c9a25efd135,511111403562,NULL,NULL,Bud Light,NULL,511111403562,5332f7a7e4b03c9a25efd134
585a96eee4b03e62d1ce0e8c,511111701576,Snacks,NULL,Rold Gold,NULL,ROLD GOLD,5332f5fbe4b03c9a25efd0ba
5ab1314de4b0915382df761a,511111104308,Beverages,NULL,V8 Splash,False,V8 SPLASH,5a734034e4b0d58f376be874
5bd2016990fa074576779a18,511111404675,Personal Care,NULL,Kotex,False,KOTEX,550b2565e4b001d5e9e4146f
5d64191ea3a018514994f42b,511111505082,Magazines,NULL,Midwest Living,NULL,511111505082,5d5d4fd16d5f3b23d1bc7905
58863e28e4b02187f85cdacf,511111901211,Deli,NULL,Oscar Mayer Carving Board,NULL,511111901211,559c2234e4b06aca36af13c6
5d66df24a3a018093ab3472b,511111405467,Beverages,NULL,Ocean Spray Juices,NULL,OCEAN SPRAY,5332f5fbe4b03c9a25efd0ba
5da608f61dda2c3e1416ae8e,511111305798,Health & Wellness,NULL,ONE A DAY® ESSENTIAL,NULL,511111305798,53e10d6368abd3c7065097cc
57d95749e4b0ac389136a2b2,511111202394,Frozen,NULL,Bagel Bites,False,BAGEL BITES,559c2234e4b06aca36af13c6
