_id,receiptId,brandCode,barcode,brandName,description,quantity,price,isBonus,needsFetchReview
26afe73e-238f-4142-bc54-05df7daca2f2,5fa5b0ca0a720f05ef0000bf,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,1.0,False,False
e3b43de2-20ec-4243-b2f0-e8f48c2be674,5fa5b0ca0a720f05ef0000bf,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,1.0,False,False
b2daad31-da15-4862-b31a-d6147af03e20,5fa5b0ca0a720f05ef0000bf,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,1.0,False,False
038c1cf9-9b80-455e-9a35-e937905d0fc0,5fa8d5730a7214adc30001c3,UNKNOWN,075925306254,075925306254,UNKNOWN,1,1.0,False,False
f09c3673-ecb6-4c1d-814b-51a84a097359,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
4a54dbda-f56d-49e5-a99f-31ba06304d71,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
f5ff55f1-1733-4170-8466-52f6cdb02af2,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
69f68a37-b328-4c40-bda5-0909f9e0c63b,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
c1adb9f4-5f32-4bb9-a171-4cb674d5d5c2,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
05b020dc-284a-474b-8a3a-bccf5f2d3ec3,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
d8ac24bc-76c4-4b08-900f-935f71317e6f,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
eddf3b4f-a503-4b90-8b04-d535963ec4f4,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
d961ee00-2dd1-4a23-938d-816e6f78530c,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
f4851117-5fe8-4a9a-9cca-6d62ecdc5e2b,5fa8d5730a7214adc30001c3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
9f409cf4-c8a5-4c73-bc7a-6a8d8bfddf9a,5fa8d5790a7214adc30001c4,UNKNOWN,075925306254,075925306254,UNKNOWN,1,1.0,False,False
62ccc627-460a-40e6-9c22-7c5ac6e34a5b,5fa8d5790a7214adc30001c4,UNKNOWN,075925306254,075925306254,UNKNOWN,2,10.0,False,False
654270bd-83a0-4d04-b318-2cd547eb1218,5fa8d5790a7214adc30001c4,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,1.0,False,False
b0a04bdc-aeba-4b62-b4c7-3689e0f010f6,5fa8d5790a7214adc30001c4,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,1.0,False,False
790c2753-19c6-49b3-b6aa-e1cd6ca8a41b,5fa8d5790a7214adc30001c4,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,1.0,False,False
357b2be8-4e54-479f-afea-6a227459ef3f,5fb1bd510a7214ad890000e3,UNKNOWN,075925306254,075925306254,UNKNOWN,1,1.0,False,False
e8247233-156e-4d91-bc50-b996ca2819ec,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
ce87e93b-401a-4d6f-8309-62096228a9c3,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
9b86cc7d-b7f4-46e1-9764-62da1f4d665b,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
ef89eac4-21ab-4b75-aa7f-ae0ec0ad3024,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
ce2c2ed4-f2d4-4a63-8da9-cc5eacceeb26,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
f703e6f8-45fa-4060-9b6d-a34f7603fbac,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
63f633c1-78a0-449e-84f5-d1b67be7b85d,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
af2ef45a-6bb0-47e6-b14b-35d373c74112,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
baf22059-f96e-4c91-869e-73e1a016fb09,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
c4ffa69d-c94d-4e1f-a266-9f38d553aa78,5fb1bd510a7214ad890000e3,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
9f4d7801-a046-4808-bf11-a8822dbfe36b,5fb2da580a7214ad89000114,UNKNOWN,075925306254,075925306254,UNKNOWN,1,1.0,False,False
a823f78b-161e-42f8-869c-f63a888c5877,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
0ddc54fd-39b9-45f8-abe1-78db1a4560be,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
71ea4c6f-f5f7-4846-8aac-d2a31b0e1b32,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
7f8fb127-3781-413e-ade6-74ac117b4ece,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
4764e3cc-4f7d-4c1c-9fce-fd278bc950a1,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
1ba504bc-f1da-4b7c-ba17-5323447699ac,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
844d609d-47c9-4e3f-a280-3e4f000a4bc4,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
65b4e59d-842a-4370-ae28-4554e3dcfd4b,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
937c051e-50c0-4937-aa34-0b33f36e9d7e,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
4a2443a1-28e9-43d9-bdcb-9abb2c745bdf,5fb2da580a7214ad89000114,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
abbc7d84-cc41-4a33-9378-72ed19b7cf91,5ff1e1960a720f0523000567,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
0c7c8c17-fff6-4755-9200-5deeb91b7fb2,5ff1e1a10a720f0523000568,UNKNOWN,013562300631,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",5,50.0,False,True
25503686-3b88-4f6f-88d2-deee02956ec3,5ff1e1a40a720f0523000569,BRAND,046000832517,046000832517,"Old El Paso Mild Chopped Green Chiles, 4.5 Oz",1,10.0,False,False
9739b60a-b09f-4823-9154-2adc9f17b6eb,5ff1e1b20a7214ada100055a,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
2072efca-d52d-4c52-b1d4-3a3d887a3e99,5ff1e1b40a7214ada100055b,UNKNOWN,075925306254,075925306254,UNKNOWN,1,1.0,False,False
6ceeb34f-5c31-4432-8cd5-b5bf0b23f097,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
905bf6d7-e800-486f-b762-303247b4dc2b,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
c08162be-ba00-4e6b-8353-f0ae1e529bde,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
2f9b0a13-4040-4342-b493-cf20f5f2c6ad,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
c5d368e3-1aff-4cf8-b443-be039c3a6886,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
7fe997c4-b69e-472b-852d-f21a510880c1,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
cde0e8e5-abd5-4c24-bab5-0d6fe8969f3c,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
1f038d49-81ec-4f01-a665-b42f8d539e12,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
02ceaf3b-7b76-42d9-8fec-c7bded90f8bd,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
2e6e573b-03fe-4e1a-81e7-a574e65a3a05,5ff1e1b40a7214ada100055b,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,True
5afc9b43-36f9-4408-a194-74a3a58c25ae,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
0ed7a5a1-3585-4466-b191-bf1a76f6ab38,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
af9f93fd-09a7-4d25-a666-6799e8ac02e1,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
2b75e19f-b07a-4aa9-9b5f-52504a579221,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
c3060519-bfac-47cc-8c93-45fdc2dc342b,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
a7b30d40-6c33-42c1-a413-21b22c5335fc,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
41e95ab0-f85e-47b3-8d27-6d47feaeb639,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
6dfac037-3842-4c4b-8664-811dd93214a1,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
3dc82068-d79d-4ed3-9c8c-c8987c97f5bf,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
45534265-c1bd-4dc8-89e5-5d0b718ebd47,5ff1e1b60a7214ada100055c,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,29.0,False,False
7bb3359c-a1ee-4b55-9943-a3e6cc3e5a86,5ff1e1bb0a720f052300056b,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
50b387ed-d942-4dcd-8af6-fd779639b537,5ff1e1bb0a720f052300056b,UNKNOWN,028400642255,028400642255,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,1,10.0,False,True
8a635925-d593-40db-b555-1c8718a5557b,5ff1e1c50a720f052300056c,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
35130f78-f492-4f72-9fd8-cf4f91cd4d2f,5ff1e1c60a7214ada100055e,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
38b6d331-6611-417b-a7bb-92e870b3e532,5ff1e1c60a7214ada100055e,UNKNOWN,1234,1234,,1,0.0,False,True
76ab4da5-7891-48fd-9da5-b755b746447c,5ff1e1c80a720f052300056d,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
cd7d0ed8-ca76-41f9-b248-7ff997dc15d3,5ff1e1c80a720f052300056d,UNKNOWN,1234,1234,,1,0.0,False,True
40124122-b061-4b2d-a2df-8ec84a0dda07,5ff1e1cd0a720f052300056f,MISSION,UNKNOWN,UNKNOWN,MSSN TORTLLA,1,2.23,False,False
6b00d416-f500-4a37-b03a-370c69c4e03b,5ff1e1cf0a720f0523000570,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
8d9d4650-615d-485e-a02e-4f29f17182ca,5ff1e1cf0a720f0523000570,UNKNOWN,1234,1234,,1,0.0,False,True
92a7f34e-a6fb-4414-a52b-67bf7c8256f4,5ff1e1d20a7214ada1000561,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
16697be8-c383-4a06-91dc-15fe0f5223b7,5ff1e1d20a7214ada1000561,UNKNOWN,1234,1234,,3,2.56,False,True
e35ee98f-8d40-4a44-81ad-5563fbd524b6,5ff1e1d40a7214ada1000562,UNKNOWN,UNKNOWN,UNKNOWN,DELETED ITEM,1,1.0,False,False
ceee4e41-f52d-4624-8537-4d7c5bff1a58,5ff1e1d40a7214ada1000562,UNKNOWN,051500720011,051500720011,JIF CRMY PNT BTR JAR 40 OZ,2,2.0,False,False
b05c809e-5282-466f-ae21-4a2f7aa2acf0,5ff1e1d70a720f0523000571,UNKNOWN,041000168468,041000168468,KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ,1,1.0,False,False
7e22b417-feda-4c55-ad57-a66025d92f57,5ff1e1d70a720f0523000571,UNKNOWN,2700719497082,2700719497082,NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ,1,1.0,False,False
0789552b-d9cc-475a-aa89-69a56dbe67e1,5ff1e1df0a7214ada1000564,UNKNOWN,4011,4011,ITEM NOT FOUND,1,1.0,False,False
1d2f570f-beed-43c1-a4a3-712529a8d302,5ff1e1df0a7214ada1000564,UNKNOWN,028400642255,028400642255,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,1,10.0,False,False
16931a20-eb19-4ed0-b285-b4e899bf9ad1,5ff1e1e10a720f0523000572,UNKNOWN,079400066619,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1.0,False,False
a1e4da49-cb6d-4a1d-8adc-6775f632c9a0,5ff1e1e40a7214ada1000566,UNKNOWN,4011,4011,ITEM NOT FOUND,1,3.25,False,False
3c6b415e-5004-40f1-8599-67b71268c1c2,5ff1e1e90a7214ada1000569,UNKNOWN,4011,4011,,1,25.0,False,True
ac69186c-9802-483c-8a08-c116dd1f2f96,5ff1e1e90a7214ada1000569,UNKNOWN,034100573065,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,27.0,False,True
d3d3b8e5-c48b-42fb-8c9f-2172f7d035a0,5ff1e1eb0a720f0523000575,UNKNOWN,4011,4011,ITEM NOT FOUND,5,26.0,False,False
ad7b0236-b4ea-4236-95f5-f54c79fffa84,5ff1e1eb0a720f0523000576,UNKNOWN,4011,4011,ITEM NOT FOUND,2,26.0,False,False
0eec340b-a05f-4a82-b0b3-f7714b40b76b,5ff1e1eb0a7214ada100056b,UNKNOWN,4011,4011,ITEM NOT FOUND,3,20.0,False,False
d605b0d4-f900-4d8f-be21-1f8439681e5e,5ff1e1ec0a7214ada100056c,UNKNOWN,4011,4011,ITEM NOT FOUND,2,21.0,False,False
f7a5b511-5b3a-421b-bb53-a394a11a8589,5ff1e1ed0a7214ada100056e,UNKNOWN,4011,4011,ITEM NOT FOUND,5,20.0,False,False
f5fc65ac-87ca-4ee5-86c8-012cfb69c41b,5ff1e1ee0a720f0523000578,UNKNOWN,4011,4011,ITEM NOT FOUND,4,27.0,False,False
c5fec203-88dc-457d-8ca9-2bf663829428,5ff1e1ee0a7214ada100056f,UNKNOWN,4011,4011,ITEM NOT FOUND,4,28.0,False,False
94ca9e19-68d6-4ad3-9c40-1b57e3c0753b,5ff1e1ee0a7214ada1000570,UNKNOWN,4011,4011,ITEM NOT FOUND,5,27.0,False,False
1e465f30-2d05-4d75-b6b6-697ea9285221,5ff1e1f10a720f052300057a,UNKNOWN,4011,4011,UNKNOWN,1,26.0,False,False
c9411e58-3445-438f-995e-3c2ae011769e,5ff29be20a7214ada1000571,KRAFT EASY CHEESE,044000000745,044000000745,-Cheddar,1,1.0,False,False
446e0b27-b337-481e-9c47-1dbaab51a8bc,5ff3416d0a7214ada1000575,UNKNOWN,UNKNOWN,UNKNOWN,"flipbelt level terrain waist pouch, neon yellow, large/32-35",1,28.57,False,False
5e7e5a88-a5ec-45b5-930e-735ef2dba463,5ff3416f0a7214ada1000576,UNKNOWN,UNKNOWN,UNKNOWN,"flipbelt level terrain waist pouch, neon yellow, large/32-35",1,28.57,False,False
951bdb46-d88f-496d-91cc-4eea50d5cee6,5ff36a830a7214ada100057b,UNKNOWN,021000057832,021000057832,UNKNOWN,1,1.0,False,False
70229e80-0449-451d-8088-b46f9492044d,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
d749d5cc-6d1b-4451-a675-5e8622f6b034,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
523b70f9-2cea-4538-a02d-29b0493c6fce,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
84df083f-10e0-4739-aaed-dee0b256af07,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
2c167c81-4f37-4087-bfc4-753e8409e4ce,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
34da876f-d0fe-4188-a40d-ce337d048535,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
ab8f7163-4c3b-493d-a2dc-89d434ac89ff,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
dcc412f8-1414-4d7c-90bf-e0639271bb1b,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
b59317f8-e2ec-4dd1-bdbc-0cef36e4543b,5ff36acb0a720f052300058d,UNKNOWN,043000043486,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,1,9.99,False,False
1ae60b36-df04-479a-a570-224ea7748867,5ff36ad40a7214ada1000585,UNKNOWN,021000051885,021000051885,UNKNOWN,1,0.99,False,False
14e7578e-1df9-40e6-87e2-71d20e5a472a,5ff36adb0a720f0523000590,UNKNOWN,044700009888,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",1,9.99,False,False
02f3b7dc-2e3f-4e20-9e38-43d4c838f95c,5ff36adb0a720f0523000590,UNKNOWN,044700009888,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",1,9.99,False,False
94254ff1-643d-40e6-8de3-f8261ccdc633,5ff36adb0a720f0523000590,UNKNOWN,044700009888,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",1,9.99,False,False
2f8144e2-4437-4fd9-bb4b-745574fb9c59,5ff36adb0a720f0523000590,UNKNOWN,044700009888,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",1,9.99,False,False
04b42533-cf6b-4882-84a1-77f73f0434e6,5ff36adb0a720f0523000590,UNKNOWN,044700009888,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",1,9.99,False,False
a1dce70b-f511-493b-b56c-02c995475008,5ff36c550a7214ada1000588,UNKNOWN,025800000135,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,1,5.0,False,False
c21d628b-eeed-4f09-9723-60b7ab2bec31,5ff36c550a7214ada1000588,UNKNOWN,025800000135,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,1,5.0,False,False
3a5a32b6-eb02-4a49-92d9-d1adf52fa9d1,5ff36c550a7214ada1000588,UNKNOWN,025800000135,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,1,5.0,False,False
9788e81c-65dd-490b-ac03-cc54fbef1913,5ff36c550a7214ada1000588,UNKNOWN,025800000135,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,1,5.0,False,False
0f08007b-251e-466a-99c6-b06f3158559c,5ff36c550a7214ada1000588,UNKNOWN,025800000135,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,1,5.0,False,False
f543faa1-e72d-4e87-9e4d-d6116108fd50,5ff36c570a720f0523000593,UNKNOWN,021000002917,021000002917,UNKNOWN,1,10.0,False,False
