_id,active,createdDate,lastLogin,role,signUpSource,state
{'$oid': '5ff7268eeb7c7d12096da2a9'},True,{'$date': 1610032782584},{'$date': 1610032782630},consumer,Email,WI
{'$oid': '5ff7264e8f142f11dd189504'},True,{'$date': 1610032718596},{'$date': 1610032826821},consumer,Email,WI
{'$oid': '5ff7930fb3348b11c93372a6'},True,{'$date': 1610060559759},{'$date': 1610060994656},consumer,Email,WI
{'$oid': '5ff726a0eb7c7d12096da2db'},True,{'$date': 1610032800299},{'$date': 1610032800353},consumer,Email,WI
{'$oid': '5ff793dd04929111f6e90c69'},True,{'$date': 1610060765503},{'$date': 1610060765681},consumer,Email,WI
{'$oid': '5ff7949eb3348b11c93373d2'},True,{'$date': 1610060958699},{'$date': 1610060958840},consumer,Email,WI
{'$oid': '5ff7268c8f142f11dd189579'},True,{'$date': 1610032780196},{'$date': 1610032780243},consumer,Email,WI
{'$oid': '5ff73b90eb7c7d31ca8a452b'},True,{'$date': 1610038160959},{'$date': 1610038267267},consumer,Email,WI
{'$oid': '5ff7264e8f142f11dd189504'},True,{'$date': 1610032718596},{'$date': 1610032826821},consumer,Email,WI
{'$oid': '5ff616a68f142f11dd189163'},True,{'$date': 1609963174996},,consumer,Email,KY
{'$oid': '5ff7930fb3348b11c93372a6'},True,{'$date': 1610060559759},{'$date': 1610060994656},consumer,Email,WI
{'$oid': '5ff79464b3348b11c933738b'},True,{'$date': 1610060900153},{'$date': 1610060900301},consumer,Email,WI
{'$oid': '5ff8c241b3348b11c93379fc'},True,{'$date': 1610138177626},{'$date': 1610138177831},consumer,Email,WI
{'$oid': '5ff8ce8504929111f6e913cb'},True,{'$date': 1610141317743},{'$date': 1610141399411},consumer,Email,WI
{'$oid': '5ff8ce8504929111f6e913cb'},True,{'$date': 1610141317743},{'$date': 1610141399411},consumer,Email,WI
{'$oid': '5ff873d1b3348b11c9337716'},True,{'$date': 1610118097348},{'$date': 1610118201259},consumer,Email,WI
{'$oid': '5ff873ef04929111f6e910f0'},True,{'$date': 1610118127604},{'$date': 1610118127655},consumer,Email,WI
{'$oid': '5ff8c4e8b3348b11c9337a11'},True,{'$date': 1610138856724},{'$date': 1610138857088},consumer,Email,WI
{'$oid': '5ff873d1b3348b11c9337716'},True,{'$date': 1610118097348},{'$date': 1610118201259},consumer,Email,WI
{'$oid': '5ff8da28b3348b11c9337ac6'},True,{'$date': 1610144296844},{'$date': 1610144389939},consumer,Email,WI
{'$oid': '5ff8da7db3348b11c9337b6a'},True,{'$date': 1610144381689},{'$date': 1610144381738},consumer,Email,WI
{'$oid': '5ff873ddb3348b11c9337733'},True,{'$date': 1610118109160},{'$date': 1610118109202},consumer,Email,WI
{'$oid': '5ff8a11db3348b11c93378aa'},True,{'$date': 1610129693734},{'$date': 1610129693928},consumer,Email,WI
{'$oid': '5ff873d1b3348b11c9337716'},True,{'$date': 1610118097348},{'$date': 1610118201259},consumer,Email,WI
{'$oid': '5ff873d1b3348b11c9337716'},True,{'$date': 1610118097348},{'$date': 1610118201259},consumer,Email,WI
{'$oid': '5ff873d1b3348b11c9337716'},True,{'$date': 1610118097348},{'$date': 1610118201259},consumer,Email,WI
{'$oid': '5ff8ce8504929111f6e913cb'},True,{'$date': 1610141317743},{'$date': 1610141399411},consumer,Email,WI
{'$oid': '5ff8d634b3348b11c9337aa4'},True,{'$date': 1610143284238},{'$date': 1610143284518},consumer,Email,WI
{'$oid': '5ff8da28b3348b11c9337ac6'},True,{'$date': 1610144296844},{'$date': 1610144389939},consumer,Email,WI
{'$oid': '5ff8c330b3348b11c9337a04'},True,{'$date': 1610138416722},{'$date': 1610138416933},consumer,Email,WI
{'$oid': '5ff873ddb3348b11c9337733'},True,{'$date': 1610118109160},{'$date': 1610118109202},consumer,Email,WI
{'$oid': '5ff8da7eb3348b11c9337b72'},True,{'$date': 1610144382704},{'$date': 1610144382749},consumer,Email,WI
{'$oid': '5ffcb47d04929111f6e9256c'},True,{'$date': 1610396797225},{'$date': 1610396901430},consumer,Email,WI
{'$oid': '5ffc8ff9b3348b11c9338896'},True,{'$date': 1610387449527},{'$date': 1610387449567},consumer,Email,WI
{'$oid': '5ffc8f9704929111f6e922bf'},True,{'$date': 1610387351890},{'$date': 1610387456750},consumer,Email,WI
{'$oid': '5ffc9001b3348b11c93388b6'},True,{'$date': 1610387457375},{'$date': 1610387457415},consumer,Email,WI
{'$oid': '5ffc8ff9b3348b11c9338896'},True,{'$date': 1610387449527},{'$date': 1610387449567},consumer,Email,WI
{'$oid': '5ffc8f9704929111f6e922bf'},True,{'$date': 1610387351890},{'$date': 1610387456750},consumer,Email,WI
{'$oid': '5ffc8f9704929111f6e922bf'},True,{'$date': 1610387351890},{'$date': 1610387456750},consumer,Email,WI
{'$oid': '5ffc8ff9b3348b11c9338896'},True,{'$date': 1610387449527},{'$date': 1610387449567},consumer,Email,WI
{'$oid': '5ffc8ff9b3348b11c9338896'},True,{'$date': 1610387449527},{'$date': 1610387449567},consumer,Email,WI
{'$oid': '5ffcb4bc04929111f6e92608'},True,{'$date': 1610396860225},{'$date': 1610396860265},consumer,Email,WI
{'$oid': '5ffc9d87b3348b11c9338920'},True,{'$date': 1610390919076},{'$date': 1610391013461},consumer,Email,WI
{'$oid': '5ffc8f9704929111f6e922bf'},True,{'$date': 1610387351890},{'$date': 1610387456750},consumer,Email,WI
{'$oid': '5ffc9d87b3348b11c9338920'},True,{'$date': 1610390919076},{'$date': 1610391013461},consumer,Email,WI
{'$oid': '5ffcb47d04929111f6e9256c'},True,{'$date': 1610396797225},{'$date': 1610396901430},consumer,Email,WI
{'$oid': '5ffc9d87b3348b11c9338920'},True,{'$date': 1610390919076},{'$date': 1610391013461},consumer,Email,WI
{'$oid': '5ffc8f9704929111f6e922bf'},True,{'$date': 1610387351890},{'$date': 1610387456750},consumer,Email,WI
{'$oid': '5ffcb4bc04929111f6e92608'},True,{'$date': 1610396860225},{'$date': 1610396860265},consumer,Email,WI
{'$oid': '5ffc8f9704929111f6e922bf'},True,{'$date': 1610387351890},{'$date': 1610387456750},consumer,Email,WI
{'$oid': '5ffc9d9f04929111f6e92456'},True,{'$date': 1610390943920},{'$date': 1610390943965},consumer,Email,WI
{'$oid': '5ffca30604929111f6e92525'},True,{'$date': 1610392326515},{'$date': 1610392326791},consumer,Email,WI
{'$oid': '5fff0f9804929101d0ab0697'},True,{'$date': 1610551192446},{'$date': 1610551192678},consumer,Email,WI
{'$oid': '5fff0f4fb3348b03eb45abb0'},True,{'$date': 1610551119070},{'$date': 1610551322153},consumer,Email,WI
{'$oid': '5fff4beedf9ace121f0c17ea'},True,{'$date': 1610566638415},{'$date': 1610566872676},consumer,Email,WI
{'$oid': '5ffe115404929101d0aaebb2'},True,{'$date': 1610486100208},,consumer,Email,AL
{'$oid': '5fff55dabd4dff11dda8f5f1'},True,{'$date': 1610569178721},{'$date': 1610569406975},consumer,Email,WI
{'$oid': '5fff0f4fb3348b03eb45abb0'},True,{'$date': 1610551119070},{'$date': 1610551322153},consumer,Email,WI
{'$oid': '5fff55dabd4dff11dda8f5f1'},True,{'$date': 1610569178721},{'$date': 1610569406975},consumer,Email,WI
{'$oid': '5fff4beedf9ace121f0c17ea'},True,{'$date': 1610566638415},{'$date': 1610566872676},consumer,Email,WI
{'$oid': '5ffe115404929101d0aaebb2'},True,{'$date': 1610486100208},,consumer,Email,AL
{'$oid': '5fff26bab3348b03eb45bb22'},True,{'$date': 1610557114027},{'$date': 1610557114075},consumer,Email,WI
{'$oid': '5fff55dabd4dff11dda8f5f1'},True,{'$date': 1610569178721},{'$date': 1610569406975},consumer,Email,WI
{'$oid': '5fff0f4fb3348b03eb45abb0'},True,{'$date': 1610551119070},{'$date': 1610551322153},consumer,Email,WI
{'$oid': '5fff55dabd4dff11dda8f5f1'},True,{'$date': 1610569178721},{'$date': 1610569406975},consumer,Email,WI
{'$oid': '5fff55dabd4dff11dda8f5f1'},True,{'$date': 1610569178721},{'$date': 1610569406975},consumer,Email,WI
{'$oid': '5fff4c7461ffa811fdb0854c'},True,{'$date': 1610566772913},{'$date': 1610566773163},consumer,Email,WI
{'$oid': '5fff26bfb3348b03eb45bb32'},True,{'$date': 1610557119411},{'$date': 1610557119463},consumer,Email,WI
{'$oid': '5fff55dabd4dff11dda8f5f1'},True,{'$date': 1610569178721},{'$date': 1610569406975},consumer,Email,WI
{'$oid': '5fff0f4fb3348b03eb45abb0'},True,{'$date': 1610551119070},{'$date': 1610551322153},consumer,Email,WI
{'$oid': '5fff26f2b3348b03eb45bbb9'},True,{'$date': 1610557170518},{'$date': 1610557170567},consumer,Email,WI
{'$oid': '5fff55dabd4dff11dda8f5f1'},True,{'$date': 1610569178721},{'$date': 1610569406975},consumer,Email,WI
{'$oid': '6000d4bae2571211db395b9f'},True,{'$date': 1610667194861},{'$date': 1610667194903},consumer,Email,WI
{'$oid': '600056a3f7e5b011fce897b0'},True,{'$date': 1610634915207},{'$date': 1610635030767},consumer,Email,WI
{'$oid': '600056a3f7e5b011fce897b0'},True,{'$date': 1610634915207},{'$date': 1610635030767},consumer,Email,WI
{'$oid': '600056a3f7e5b011fce897b0'},True,{'$date': 1610634915207},{'$date': 1610635030767},consumer,Email,WI
{'$oid': '6000d46cfb296c121a81b20c'},True,{'$date': 1610667116665},{'$date': 1610667232701},consumer,Email,WI
{'$oid': '6000b7aefb296c121a8198b1'},True,{'$date': 1610659758188},{'$date': 1610660002666},consumer,Email,WI
{'$oid': '60005709bd4dff11dda90ac1'},True,{'$date': 1610635017988},{'$date': 1610635018051},consumer,Email,WI
{'$oid': '6000b7aefb296c121a8198b1'},True,{'$date': 1610659758188},{'$date': 1610660002666},consumer,Email,WI
{'$oid': '600056a3f7e5b011fce897b0'},True,{'$date': 1610634915207},{'$date': 1610635030767},consumer,Email,WI
{'$oid': '6000b7aefb296c121a8198b1'},True,{'$date': 1610659758188},{'$date': 1610660002666},consumer,Email,WI
{'$oid': '5e27526d0bdb6a138c32b556'},True,{'$date': 1579635309795},,consumer,Google,WI
{'$oid': '600056a3f7e5b011fce897b0'},True,{'$date': 1610634915207},{'$date': 1610635030767},consumer,Email,WI
{'$oid': '6000d46cfb296c121a81b20c'},True,{'$date': 1610667116665},{'$date': 1610667232701},consumer,Email,WI
{'$oid': '6000d4abe2571211db395b5c'},True,{'$date': 1610667179197},{'$date': 1610667179248},consumer,Email,WI
{'$oid': '600056d6bd4dff11dda90a3f'},True,{'$date': 1610634966157},{'$date': 1610634966208},consumer,Email,WI
{'$oid': '60005704bd4dff11dda90a9d'},True,{'$date': 1610635012368},{'$date': 1610635012418},consumer,Email,WI
{'$oid': '600056a3f7e5b011fce897b0'},True,{'$date': 1610634915207},{'$date': 1610635030767},consumer,Email,WI
{'$oid': '600056a3f7e5b011fce897b0'},True,{'$date': 1610634915207},{'$date': 1610635030767},consumer,Email,WI
{'$oid': '600056a3f7e5b011fce897b0'},True,{'$date': 1610634915207},{'$date': 1610635030767},consumer,Email,WI
{'$oid': '60005709bd4dff11dda90ac1'},True,{'$date': 1610635017988},{'$date': 1610635018051},consumer,Email,WI
{'$oid': '6002475cfb296c121a81b98d'},True,{'$date': 1610762076571},,consumer,Email,WI
{'$oid': '60024f24e257124ec6b99a13'},True,{'$date': 1610764069345},,consumer,Email,WI
{'$oid': '60037329e257124ec6b99eeb'},True,{'$date': 1610838825574},,consumer,Email,WI
{'$oid': '6000b75bbe5fc96dfee1d4d3'},True,{'$date': 1610659675938},,consumer,Email,AL
{'$oid': '6002541ae257124ec6b99a3a'},True,{'$date': 1610765338736},,consumer,Email,WI
{'$oid': '6000b75bbe5fc96dfee1d4d3'},True,{'$date': 1610659675938},,consumer,Email,AL
{'$oid': '600258dafb296c4ef805d9b7'},True,{'$date': 1610766554959},,consumer,Email,WI
{'$oid': '60025c65fb296c4ef805d9e6'},True,{'$date': 1610767461980},,consumer,Email,WI
{'$oid': '60037005e257124ec6b99ec2'},True,{'$date': 1610838021504},,consumer,Email,WI
{'$oid': '60025c65fb296c4ef805d9e6'},True,{'$date': 1610767461980},,consumer,Email,WI
{'$oid': '6000b75bbe5fc96dfee1d4d3'},True,{'$date': 1610659675938},,consumer,Email,AL
{'$oid': '6000b75bbe5fc96dfee1d4d3'},True,{'$date': 1610659675938},,consumer,Email,AL
{'$oid': '60025c65fb296c4ef805d9e6'},True,{'$date': 1610767461980},,consumer,Email,WI
{'$oid': '6000b75bbe5fc96dfee1d4d3'},True,{'$date': 1610659675938},,consumer,Email,AL
{'$oid': '6000b75bbe5fc96dfee1d4d3'},True,{'$date': 1610659675938},,consumer,Email,AL
{'$oid': '60023de5fb296c121a81b955'},True,{'$date': 1610759653653},,consumer,Email,CO
{'$oid': '6002541ae257124ec6b99a3a'},True,{'$date': 1610765338736},,consumer,Email,WI
{'$oid': '60049cdce257124ec6b9a353'},True,{'$date': 1610915036994},,consumer,Email,WI
{'$oid': '60025fe0e257124ec6b99a87'},True,{'$date': 1610768353154},,consumer,Email,WI
{'$oid': '600498c4e257124ec6b9a331'},True,{'$date': 1610913989321},,consumer,Email,WI
{'$oid': '6004a5d3fb296c4ef805e256'},True,{'$date': 1610917331432},,consumer,Email,WI
{'$oid': '60037a94fb296c4ef805ddbe'},True,{'$date': 1610840725319},,consumer,Email,WI
{'$oid': '600495c3fb296c4ef805e1fc'},True,{'$date': 1610913219356},,consumer,Email,WI
{'$oid': '6004a965e257124ec6b9a39f'},True,{'$date': 1610918245327},,consumer,Email,WI
{'$oid': '6007464b6e64691717e8c1f0'},True,{'$date': 1611089483347},{'$date': 1611089708492},consumer,Email,WI
{'$oid': '6007464b6e64691717e8c1f0'},True,{'$date': 1611089483347},{'$date': 1611089708492},consumer,Email,WI
{'$oid': '600741d06e6469120a787853'},True,{'$date': 1611088337000},{'$date': 1611088743299},consumer,Email,WI
{'$oid': '600748196e64691717e8d4f0'},True,{'$date': 1611089945175},{'$date': 1611090162824},consumer,Email,WI
{'$oid': '600746fd6e64691717e8cfb5'},True,{'$date': 1611089661274},{'$date': 1611089661487},consumer,Email,WI
{'$oid': '60074b49325c8a1794623876'},True,{'$date': 1611090761649},{'$date': 1611090969332},consumer,Email,WI
{'$oid': '60074b49325c8a1794623876'},True,{'$date': 1611090761649},{'$date': 1611090969332},consumer,Email,WI
{'$oid': '60074b996e64691717e8f11a'},True,{'$date': 1611090841809},{'$date': 1611090842010},consumer,Email,WI
{'$oid': '600748196e64691717e8d4f0'},True,{'$date': 1611089945175},{'$date': 1611090162824},consumer,Email,WI
{'$oid': '600741d06e6469120a787853'},True,{'$date': 1611088337000},{'$date': 1611088743299},consumer,Email,WI
{'$oid': '600741d06e6469120a787853'},True,{'$date': 1611088337000},{'$date': 1611088743299},consumer,Email,WI
{'$oid': '600741d06e6469120a787853'},True,{'$date': 1611088337000},{'$date': 1611088743299},consumer,Email,WI
{'$oid': '600741d06e6469120a787853'},True,{'$date': 1611088337000},{'$date': 1611088743299},consumer,Email,WI
{'$oid': '600748196e64691717e8d4f0'},True,{'$date': 1611089945175},{'$date': 1611090162824},consumer,Email,WI
{'$oid': '600741d06e6469120a787853'},True,{'$date': 1611088337000},{'$date': 1611088743299},consumer,Email,WI
{'$oid': '6007464b6e64691717e8c1f0'},True,{'$date': 1611089483347},{'$date': 1611089708492},consumer,Email,WI
{'$oid': '600748196e64691717e8d4f0'},True,{'$date': 1611089945175},{'$date': 1611090162824},consumer,Email,WI
{'$oid': '60074246325c8a12289e22a0'},True,{'$date': 1611088455284},{'$date': 1611088455511},consumer,Email,WI
{'$oid': '60074883325c8a1794622a12'},True,{'$date': 1611090051464},{'$date': 1611090051660},consumer,Email,WI
{'$oid': '6006f786fb296c7f688530f8'},True,{'$date': 1611069318644},,consumer,Email,AL
{'$oid': '60088d55633aab121bb8e41a'},True,{'$date': 1611173205740},{'$date': 1611173274542},consumer,Email,WI
{'$oid': '6008893b633aab121bb8e0a9'},True,{'$date': 1611172155040},{'$date': 1611172233205},consumer,Email,WI
{'$oid': '6008893b633aab121bb8e0a9'},True,{'$date': 1611172155040},{'$date': 1611172233205},consumer,Email,WI
{'$oid': '60083a1e325c8a17946255de'},True,{'$date': 1611151902022},{'$date': 1611152104611},consumer,Email,WI
{'$oid': '6008896c633aab121bb8e11d'},True,{'$date': 1611172204439},,consumer,Email,WI
{'$oid': '60086a09b6310511daa4e1e9'},True,{'$date': 1611164169747},{'$date': 1611164170045},consumer,Email,WI
{'$oid': '60088d55633aab121bb8e41a'},True,{'$date': 1611173205740},{'$date': 1611173274542},consumer,Email,WI
{'$oid': '60088e5d633aab121bb8e5cf'},True,{'$date': 1611173469989},{'$date': 1611173470035},consumer,Email,WI
{'$oid': '60085b3dbe5fc90ee6a67b11'},True,{'$date': 1611160381152},{'$date': 1611160614993},consumer,Email,WI
